Unnamed: 0,g5,g10,g15,g20,g25,g30,totals,longitudes,latitudes,transforms,utm,zone_number,hemisphere,epsg,lat,long,path
5755,0,0,0,0,0,0,57,1970155.1107723883,712372.3446165781,"| 10.00, 0.00, 709570.00|
| 0.00,-10.00, 1975270.00|
| 0.00, 0.00, 1.00|",36N,36,N,32636,17.808682273896704,35.00362847547936,sentinel_1_2_worldwide_utm_36N_27-0000137984-0000050176_3.npz
7538,1,0,0,0,0,0,3,3120364.6183006368,293861.051298126,"| 10.00, 0.00, 293850.00|
| 0.00,-10.00, 3125360.00|
| 0.00, 0.00, 1.00|",30N,30,N,32630,28.192973333293267,-5.100050050037056,sentinel_1_2_worldwide_utm_30N_27-0000025088-0000000000_1.npz
200,0,0,0,0,0,0,63,8218255.5799520975,800901.8346455428,"| 10.00, 0.00, 798400.00|
| 0.00,-10.00, 8218290.00|
| 0.00, 0.00, 1.00|",29S,29,S,32729,-16.097273907812045,-6.187209456437084,sentinel_1_2_worldwide_utm_29S_30_4.npz
2339,31,21,16,10,6,1,34,8867854.974265376,575814.8712472008,"| 10.00, 0.00, 574610.00|
| 0.00,-10.00, 8867860.00|
| 0.00, 0.00, 1.00|",21S,21,S,32721,-10.24104611521444,-56.30772970607109,sentinel_1_2_worldwide_utm_21S_29-0000112896-0000037632_3.npz
7834,9,7,5,3,1,0,108,9342789.059280792,795012.2925576062,"| 10.00, 0.00, 794060.00|
| 0.00,-10.00, 9342810.00|
| 0.00, 0.00, 1.00|",17S,17,S,32717,-5.939355073158358,-78.33553264791915,sentinel_1_2_worldwide_utm_17S_29-0000062720-0000037632_2.npz
613,20,18,12,1,0,0,20,949516.1136159576,535233.436892124,"| 10.00, 0.00, 530770.00|
| 0.00,-10.00, 954620.00|
| 0.00, 0.00, 1.00|",34N,34,N,32634,8.589793702370956,21.32020046106263,sentinel_1_2_worldwide_utm_34N_28-0000075264-0000025088_2.npz
7763,13,6,4,2,0,0,89,5550990.381135845,649687.2444315327,"| 10.00, 0.00, 649670.00|
| 0.00,-10.00, 5554410.00|
| 0.00, 0.00, 1.00|",50N,50,N,32650,50.09229899046365,119.0927382685276,sentinel_1_2_worldwide_utm_50N_25-0000112896-0000037632_0.npz
7082,9,4,1,0,0,0,71,1911611.068773252,745661.9419658128,"| 10.00, 0.00, 743130.00|
| 0.00,-10.00, 1911650.00|
| 0.00, 0.00, 1.00|",33N,33,N,32633,17.27646388867343,17.31081098510384,sentinel_1_2_worldwide_utm_33N_27-0000150528-0000050176_1.npz
4998,0,0,0,0,0,0,91,3653392.605804162,474293.244282401,"| 10.00, 0.00, 474280.00|
| 0.00,-10.00, 3654880.00|
| 0.00, 0.00, 1.00|",31N,31,N,32631,33.018690333348715,2.724756105500254,sentinel_1_2_worldwide_utm_31N_26-0000137984-0000025088_2.npz
622,9,6,1,0,0,0,31,1845333.967185688,566922.7706318075,"| 10.00, 0.00, 566900.00|
| 0.00,-10.00, 1849070.00|
| 0.00, 0.00, 1.00|",47N,47,N,32647,16.68970060862621,99.62768359339792,sentinel_1_2_worldwide_utm_47N_27-0000150528-0000037632_2.npz
5726,1,0,0,0,0,0,4,4058546.5566340713,695822.7563082649,"| 10.00, 0.00, 693160.00|
| 0.00,-10.00, 4063660.00|
| 0.00, 0.00, 1.00|",36N,36,N,32636,36.65238170018724,35.19075953769028,sentinel_1_2_worldwide_utm_36N_26-0000100352-0000037632_4.npz
6761,0,0,0,0,0,0,28,2063975.7527452544,606204.9534904864,"| 10.00, 0.00, 602110.00|
| 0.00,-10.00, 2064020.00|
| 0.00, 0.00, 1.00|",27N,27,N,32627,18.66424024207352,-19.992969946723843,sentinel_1_2_worldwide_utm_27N_27-0000112896-0000037632_4.npz
8080,34,34,33,32,31,25,118,5198757.763525639,483253.7454166236,"| 10.00, 0.00, 482370.00|
| 0.00,-10.00, 5202860.00|
| 0.00, 0.00, 1.00|",10N,10,N,32610,46.942139080073446,-123.2200339369342,sentinel_1_2_worldwide_utm_10N_25-0000150528-0000012544_3.npz
3170,1,0,0,0,0,0,30,3604775.417618802,503113.91578399314,"| 10.00, 0.00, 499190.00|
| 0.00,-10.00, 3604810.00|
| 0.00, 0.00, 1.00|",39N,39,N,32639,32.580429967940134,51.0331777761582,sentinel_1_2_worldwide_utm_39N_26-0000150528-0000025088_1.npz
5940,5,4,2,1,0,0,11,5176105.73091051,595772.724531641,"| 10.00, 0.00, 590870.00|
| 0.00,-10.00, 5181210.00|
| 0.00, 0.00, 1.00|",19N,19,N,32619,46.73163907753271,-67.74651296832461,sentinel_1_2_worldwide_utm_19N_25-0000150528-0000025088_3.npz
245,2,2,1,1,0,0,74,5140129.3305762485,292059.9044571856,"| 10.00, 0.00, 292010.00|
| 0.00,-10.00, 5141570.00|
| 0.00, 0.00, 1.00|",53N,53,N,32653,46.38275365981865,132.29580295161546,sentinel_1_2_worldwide_utm_53N_25-0000163072-0000000000_3.npz
916,24,5,0,0,0,0,49,4192911.611386139,483535.5726549433,"| 10.00, 0.00, 483520.00|
| 0.00,-10.00, 4194730.00|
| 0.00, 0.00, 1.00|",30N,30,N,32630,37.88355282728613,-3.187231901967948,sentinel_1_2_worldwide_utm_30N_26-0000087808-0000025088_4.npz
7606,77,38,7,1,0,0,82,4222343.984957016,313037.4963606764,"| 10.00, 0.00, 313000.00|
| 0.00,-10.00, 4224320.00|
| 0.00, 0.00, 1.00|",30N,30,N,32630,38.12959973006661,-5.13311970965368,sentinel_1_2_worldwide_utm_30N_26-0000087808-0000000000_2.npz
811,87,87,84,81,64,24,88,9780332.18854322,573402.9351126518,"| 10.00, 0.00, 573380.00|
| 0.00,-10.00, 9781390.00|
| 0.00, 0.00, 1.00|",22S,22,S,32722,-1.9872629492049516,-50.3399666915134,sentinel_1_2_worldwide_utm_22S_29-0000012544-0000037632_4.npz
421,30,2,0,0,0,0,76,1604118.8117780616,374199.3393779295,"| 10.00, 0.00, 374180.00|
| 0.00,-10.00, 1605450.00|
| 0.00, 0.00, 1.00|",29N,29,N,32629,14.506986935978878,-10.167454266606883,sentinel_1_2_worldwide_utm_29N_28-0000012544-0000012544_1.npz
1244,20,0,0,0,0,0,72,4298932.6251621535,470524.3525405482,"| 10.00, 0.00, 468580.00|
| 0.00,-10.00, 4304030.00|
| 0.00, 0.00, 1.00|",48N,48,N,32648,38.83870578279932,104.6603723079218,sentinel_1_2_worldwide_utm_48N_26-0000075264-0000025088_2.npz
1123,1,1,0,0,0,0,8,1769660.515559944,333349.8691271012,"| 10.00, 0.00, 328500.00|
| 0.00,-10.00, 1773790.00|
| 0.00, 0.00, 1.00|",48N,48,N,32648,16.00091018249971,103.44255617381184,sentinel_1_2_worldwide_utm_48N_28-0000000000-0000012544_4.npz
6188,0,0,0,0,0,0,55,1768618.9479659828,810850.1299145527,"| 10.00, 0.00, 810840.00|
| 0.00,-10.00, 1771640.00|
| 0.00, 0.00, 1.00|",17N,17,N,32617,15.977524126122349,-78.09601683755045,sentinel_1_2_worldwide_utm_17N_28-0000000000-0000062720_0.npz
183,5,3,0,0,0,0,58,5141651.312049862,682686.6897000697,"| 10.00, 0.00, 682650.00|
| 0.00,-10.00, 5146120.00|
| 0.00, 0.00, 1.00|",51N,51,N,32651,46.403731965200095,125.37668575474902,sentinel_1_2_worldwide_utm_51N_25-0000163072-0000037632_2.npz
2510,57,0,0,0,0,0,106,849556.8229929231,431799.0538657955,"| 10.00, 0.00, 431770.00|
| 0.00,-10.00, 854440.00|
| 0.00, 0.00, 1.00|",38N,38,N,32638,7.685300544642612,44.381588703439625,sentinel_1_2_worldwide_utm_38N_28-0000087808-0000025088_4.npz
3027,8,0,0,0,0,0,156,6559024.046373469,715550.0588748811,"| 10.00, 0.00, 715540.00|
| 0.00,-10.00, 6562140.00|
| 0.00, 0.00, 1.00|",54S,54,S,32754,-31.082823562786963,143.25955104470674,sentinel_1_2_worldwide_utm_54S_31-0000025088-0000050176_3.npz
468,1,0,0,0,0,0,1,8485997.343520932,269842.0395163823,"| 10.00, 0.00, 267440.00|
| 0.00,-10.00, 8486280.00|
| 0.00, 0.00, 1.00|",23S,23,S,32723,-13.685920111123089,-47.12797786187948,sentinel_1_2_worldwide_utm_23S_29-0000150528-0000000000_3.npz
8965,0,0,0,0,0,0,2,2036569.806031769,815519.4498129389,"| 10.00, 0.00, 812160.00|
| 0.00,-10.00, 2041580.00|
| 0.00, 0.00, 1.00|",18N,18,N,32618,18.39577489929249,-72.01389427282443,sentinel_1_2_worldwide_utm_18N_27-0000087808-0000062720_2.npz
3272,74,44,18,8,3,0,113,1921879.961116664,571059.6067988095,"| 10.00, 0.00, 570090.00|
| 0.00,-10.00, 1926970.00|
| 0.00, 0.00, 1.00|",39N,39,N,32639,17.38147084354538,51.668937679968415,sentinel_1_2_worldwide_utm_39N_27-0000150528-0000037632_3.npz
2136,2,2,1,1,1,1,54,1698372.1235370531,609240.4987920203,"| 10.00, 0.00, 607480.00|
| 0.00,-10.00, 1703460.00|
| 0.00, 0.00, 1.00|",16N,16,N,32616,15.359736702397342,-85.9822046283052,sentinel_1_2_worldwide_utm_16N_28-0000000000-0000037632_0.npz
95,0,0,0,0,0,0,13,3549681.324700048,779887.7748044964,"| 10.00, 0.00, 775250.00|
| 0.00,-10.00, 3554800.00|
| 0.00, 0.00, 1.00|",37N,37,N,32637,32.04873322298557,41.96416278894971,sentinel_1_2_worldwide_utm_37N_26-0000150528-0000050176_0.npz
6299,61,51,14,1,0,0,62,8094850.109251401,183268.75164881087,"| 10.00, 0.00, 180260.00|
| 0.00,-10.00, 8099930.00|
| 0.00, 0.00, 1.00|",55S,55,S,32755,-17.20933692582837,144.0221986865975,sentinel_1_2_worldwide_utm_55S_30-0000037632-0000000000_3.npz
487,22,7,1,0,0,0,28,5647320.671382616,349473.265750661,"| 10.00, 0.00, 348790.00|
| 0.00,-10.00, 5651500.00|
| 0.00, 0.00, 1.00|",20N,20,N,32620,50.95781231938245,-65.14334426536652,sentinel_1_2_worldwide_utm_20N_25-0000112896-0000000000_1.npz
4859,17,12,0,0,0,0,17,8201582.961914804,432613.23899583257,"| 10.00, 0.00, 430040.00|
| 0.00,-10.00, 8206670.00|
| 0.00, 0.00, 1.00|",34S,34,S,32734,-16.265583974064842,20.369338571141643,sentinel_1_2_worldwide_utm_34S_30-0000025088-0000025088_1.npz
4744,0,0,0,0,0,0,61,1827042.1630036528,250458.3014609204,"| 10.00, 0.00, 247480.00|
| 0.00,-10.00, 1827050.00|
| 0.00, 0.00, 1.00|",32N,32,N,32632,16.51221050824725,6.662148471601622,sentinel_1_2_worldwide_utm_32N_27-0000163072-0000000000_0.npz
518,47,35,4,1,0,0,96,3872816.875779952,756675.0408323446,"| 10.00, 0.00, 756660.00|
| 0.00,-10.00, 3874210.00|
| 0.00, 0.00, 1.00|",29N,29,N,32629,34.965403817252465,-6.188747006803128,sentinel_1_2_worldwide_utm_29N_26-0000100352-0000037632_4.npz
154,3,3,1,0,0,0,82,3091815.0073453896,205737.6470187751,"| 10.00, 0.00, 205710.00|
| 0.00,-10.00, 3093310.00|
| 0.00, 0.00, 1.00|",48N,48,N,32648,27.918895467911536,102.01017612586944,sentinel_1_2_worldwide_utm_48N_27-0000025088-0000000000_2.npz
3075,0,0,0,0,0,0,109,9410876.615497168,550414.510619345,"| 10.00, 0.00, 549270.00|
| 0.00,-10.00, 9415960.00|
| 0.00, 0.00, 1.00|",52S,52,S,32752,-5.329661736016291,129.45501181581452,sentinel_1_2_worldwide_utm_52S_29-0000050176-0000037632_4.npz
4892,54,10,0,0,0,0,94,8743563.233458024,505311.6892582208,"| 10.00, 0.00, 503360.00|
| 0.00,-10.00, 8743580.00|
| 0.00, 0.00, 1.00|",34S,34,S,32734,-11.36588790990549,21.048683343840832,sentinel_1_2_worldwide_utm_34S_29-0000125440-0000025088_1.npz
19,32,9,2,0,0,0,146,5578208.247178341,539252.6002805184,"| 10.00, 0.00, 539210.00|
| 0.00,-10.00, 5579390.00|
| 0.00, 0.00, 1.00|",37N,37,N,32637,50.354642670361685,39.55177871727157,sentinel_1_2_worldwide_utm_37N_25-0000112896-0000025088_3.npz
5688,23,14,8,0,0,0,179,5685167.331700636,412094.7287269854,"| 10.00, 0.00, 412090.00|
| 0.00,-10.00, 5689130.00|
| 0.00, 0.00, 1.00|",49N,49,N,32649,51.31101707027479,109.7387729515458,sentinel_1_2_worldwide_utm_49N_25-0000100352-0000012544_2.npz
6438,10,0,0,0,0,0,133,4263747.014663884,419102.5740262463,"| 10.00, 0.00, 419100.00|
| 0.00,-10.00, 4267340.00|
| 0.00, 0.00, 1.00|",45N,45,N,32645,38.51843504355025,86.07202722499272,sentinel_1_2_worldwide_utm_45N_26-0000075264-0000012544_4.npz
330,0,0,0,0,0,0,21,7017122.007763787,323770.9661827398,"| 10.00, 0.00, 322150.00|
| 0.00,-10.00, 7022200.00|
| 0.00, 0.00, 1.00|",20S,20,S,32720,-26.956705769258157,-64.775382388318,sentinel_1_2_worldwide_utm_20S_30-0000137984-0000012544_4.npz
4550,9,8,7,7,5,4,86,5129627.978644509,319755.2460224803,"| 10.00, 0.00, 319710.00|
| 0.00,-10.00, 5131780.00|
| 0.00, 0.00, 1.00|",32N,32,N,32632,46.29627067306792,6.659677400101899,sentinel_1_2_worldwide_utm_32N_25-0000163072-0000012544_4.npz
2212,33,30,17,6,0,0,35,5106692.732304378,626954.7227216911,"| 10.00, 0.00, 626910.00|
| 0.00,-10.00, 5110870.00|
| 0.00, 0.00, 1.00|",16N,16,N,32616,46.10200680519688,-85.3574131932328,sentinel_1_2_worldwide_utm_16N_26-0000000000-0000037632_2.npz
663,0,0,0,0,0,0,71,2782532.9297039183,703794.4002095775,"| 10.00, 0.00, 703790.00|
| 0.00,-10.00, 2785600.00|
| 0.00, 0.00, 1.00|",28N,28,N,32628,25.145010985820942,-12.978318587579228,sentinel_1_2_worldwide_utm_28N_27-0000050176-0000050176_4.npz
510,0,0,0,0,0,0,35,3136439.997276068,530531.8003586947,"| 10.00, 0.00, 530500.00|
| 0.00,-10.00, 3137890.00|
| 0.00, 0.00, 1.00|",29N,29,N,32629,28.35384471670101,-8.688450202371515,sentinel_1_2_worldwide_utm_29N_27-0000025088-0000025088_0.npz
2423,0,0,0,0,0,0,100,156481.1520887167,760860.5261566283,"| 10.00, 0.00, 759690.00|
| 0.00,-10.00, 156500.00|
| 0.00, 0.00, 1.00|",38N,38,N,32638,1.4145387666220033,47.34433951389889,sentinel_1_2_worldwide_utm_38N_28-0000163072-0000050176_2.npz
952,0,0,0,0,0,0,5,551682.5889593193,691103.8020664094,"| 10.00, 0.00, 691090.00|
| 0.00,-10.00, 551910.00|
| 0.00, 0.00, 1.00|",50N,50,N,32650,4.98885694072222,118.7236310511751,sentinel_1_2_worldwide_utm_50N_28-0000112896-0000050176_4.npz
573,27,4,0,0,0,0,68,4968136.2754981285,455970.91715666576,"| 10.00, 0.00, 455950.00|
| 0.00,-10.00, 4971230.00|
| 0.00, 0.00, 1.00|",34N,34,N,32634,44.86528284061089,20.442668268165853,sentinel_1_2_worldwide_utm_34N_26-0000012544-0000012544_3.npz
1049,11,0,0,0,0,0,24,7760357.77798228,610008.9349203539,"| 10.00, 0.00, 605730.00|
| 0.00,-10.00, 7760400.00|
| 0.00, 0.00, 1.00|",33S,33,S,32733,-20.2513146944185,16.053294448639477,sentinel_1_2_worldwide_utm_33S_30-0000062720-0000037632_4.npz
99,44,25,17,9,1,1,95,5504223.137724091,362996.6353820743,"| 10.00, 0.00, 362970.00|
| 0.00,-10.00, 5505130.00|
| 0.00, 0.00, 1.00|",47N,47,N,32647,49.67495711727727,97.10105158492688,sentinel_1_2_worldwide_utm_47N_25-0000125440-0000000000_4.npz
2288,43,37,37,33,17,5,94,7294315.776937885,525830.4386332021,"| 10.00, 0.00, 525820.00|
| 0.00,-10.00, 7294420.00|
| 0.00, 0.00, 1.00|",21S,21,S,32721,-24.4645515929733,-56.74511829530464,sentinel_1_2_worldwide_utm_21S_30-0000112896-0000025088_2.npz
533,49,2,0,0,0,0,107,3613702.013865176,222747.54119731573,"| 10.00, 0.00, 222740.00|
| 0.00,-10.00, 3617970.00|
| 0.00, 0.00, 1.00|",42N,42,N,32642,32.62616871198136,66.04501483147328,sentinel_1_2_worldwide_utm_42N_26-0000150528-0000000000_0.npz
5252,141,92,83,76,61,38,176,5131186.445235286,358713.6478496992,"| 10.00, 0.00, 358700.00|
| 0.00,-10.00, 5134100.00|
| 0.00, 0.00, 1.00|",35N,35,N,32635,46.31952331439252,25.16475009206464,sentinel_1_2_worldwide_utm_35N_25-0000163072-0000000000_4.npz
2260,94,93,69,45,25,18,99,8825188.522722181,434011.9608316313,"| 10.00, 0.00, 433990.00|
| 0.00,-10.00, 8825790.00|
| 0.00, 0.00, 1.00|",21S,21,S,32721,-10.62709279059721,-57.60328749049334,sentinel_1_2_worldwide_utm_21S_29-0000112896-0000025088_3.npz
3657,1,0,0,0,0,0,102,1968591.354848015,757422.2782619472,"| 10.00, 0.00, 755930.00|
| 0.00,-10.00, 1968600.00|
| 0.00, 0.00, 1.00|",29N,29,N,32629,17.789745617310288,-6.571793911915013,sentinel_1_2_worldwide_utm_29N_27-0000137984-0000050176_3.npz
2528,25,7,1,0,0,0,106,1946908.658791128,640964.912368178,"| 10.00, 0.00, 639630.00|
| 0.00,-10.00, 1946940.00|
| 0.00, 0.00, 1.00|",38N,38,N,32638,17.604359560077977,46.32855409877067,sentinel_1_2_worldwide_utm_38N_27-0000150528-0000037632_3.npz
4102,40,27,23,17,10,2,41,385912.477983656,741005.3929953105,"| 10.00, 0.00, 740910.00|
| 0.00,-10.00, 390270.00|
| 0.00, 0.00, 1.00|",34N,34,N,32634,3.488915068046791,23.169331280103453,sentinel_1_2_worldwide_utm_34N_28-0000137984-0000050176_3.npz
5155,109,81,69,55,38,18,116,354321.6354577049,652618.3123982415,"| 10.00, 0.00, 652610.00|
| 0.00,-10.00, 354800.00|
| 0.00, 0.00, 1.00|",35N,35,N,32635,3.2047000722844343,28.373544436004394,sentinel_1_2_worldwide_utm_35N_28-0000137984-0000037632_3.npz
714,71,10,3,1,0,0,253,5719178.866837585,561931.2077538142,"| 10.00, 0.00, 561910.00|
| 0.00,-10.00, 5720390.00|
| 0.00, 0.00, 1.00|",47N,47,N,32647,51.620224295634486,99.8945806772025,sentinel_1_2_worldwide_utm_47N_25-0000100352-0000025088_3.npz
6789,28,6,2,0,0,0,73,2783114.360552408,511703.70298973314,"| 10.00, 0.00, 511670.00|
| 0.00,-10.00, 2785100.00|
| 0.00, 0.00, 1.00|",44N,44,N,32644,25.164016999128112,81.11613652768615,sentinel_1_2_worldwide_utm_44N_27-0000062720-0000025088_3.npz
8632,0,0,0,0,0,0,11,8152340.286878345,818761.332484144,"| 10.00, 0.00, 814080.00|
| 0.00,-10.00, 8157460.00|
| 0.00, 0.00, 1.00|",1S,1,S,32701,-16.69007893888886,-174.01135013373622,sentinel_1_2_worldwide_utm_1S_30-0000025088-0000062720_0.npz
2861,60,45,25,5,0,0,91,5715057.899743062,637667.387502444,"| 10.00, 0.00, 637660.00|
| 0.00,-10.00, 5717330.00|
| 0.00, 0.00, 1.00|",14N,14,N,32614,51.56976576936476,-97.01355977933108,sentinel_1_2_worldwide_utm_14N_25-0000100352-0000025088_0.npz
5126,0,0,0,0,0,0,107,4286928.954345169,541806.3512497337,"| 10.00, 0.00, 541380.00|
| 0.00,-10.00, 4292030.00|
| 0.00, 0.00, 1.00|",31N,31,N,32631,38.73003676598746,3.480974701883254,sentinel_1_2_worldwide_utm_31N_26-0000075264-0000025088_1.npz
1654,5,3,0,0,0,0,20,5015628.564942565,444963.6548982658,"| 10.00, 0.00, 444850.00|
| 0.00,-10.00, 5018180.00|
| 0.00, 0.00, 1.00|",51N,51,N,32651,45.29200227449255,122.29813046923104,sentinel_1_2_worldwide_utm_51N_26-0000000000-0000012544_4.npz
1439,3,3,3,3,2,2,28,2905567.615466631,752075.7497646249,"| 10.00, 0.00, 752070.00|
| 0.00,-10.00, 2910570.00|
| 0.00, 0.00, 1.00|",46N,46,N,32646,26.247663285866253,95.5236169948448,sentinel_1_2_worldwide_utm_46N_27-0000050176-0000050176_4.npz
3049,0,0,0,0,0,0,114,5615823.673659134,654883.6257785797,"| 10.00, 0.00, 654760.00|
| 0.00,-10.00, 5615850.00|
| 0.00, 0.00, 1.00|",54S,54,S,32754,-39.59332826592525,142.80377022429633,sentinel_1_2_worldwide_utm_54S_31-0000112896-0000037632_2.npz
2817,1,0,0,0,0,0,117,3518292.339350575,716292.6425255848,"| 10.00, 0.00, 716160.00|
| 0.00,-10.00, 3518320.00|
| 0.00, 0.00, 1.00|",14N,14,N,32614,31.77973110766219,-96.7158228446316,sentinel_1_2_worldwide_utm_14N_26-0000150528-0000050176_2.npz
101,8,5,1,0,0,0,26,1667230.6463505104,779885.5308101929,"| 10.00, 0.00, 775660.00|
| 0.00,-10.00, 1667250.00|
| 0.00, 0.00, 1.00|",47N,47,N,32647,15.065558051482425,101.60342023192256,sentinel_1_2_worldwide_utm_47N_28-0000012544-0000050176_2.npz
7972,1,0,0,0,0,0,97,5458206.124381095,563614.5457293462,"| 10.00, 0.00, 563590.00|
| 0.00,-10.00, 5458240.00|
| 0.00, 0.00, 1.00|",40N,40,N,32640,49.2733020123599,57.8745339996762,sentinel_1_2_worldwide_utm_40N_25-0000125440-0000025088_0.npz
3208,18,1,0,0,0,0,87,2905951.889162083,382182.9162984196,"| 10.00, 0.00, 377820.00|
| 0.00,-10.00, 2905970.00|
| 0.00, 0.00, 1.00|",39N,39,N,32639,26.268462737360785,49.8200997354311,sentinel_1_2_worldwide_utm_39N_27-0000050176-0000012544_2.npz
15,0,0,0,0,0,0,2,2054338.054843105,604795.9908770331,"| 10.00, 0.00, 604770.00|
| 0.00,-10.00, 2054400.00|
| 0.00, 0.00, 1.00|",37N,37,N,32637,18.577218531062336,39.99316604495359,sentinel_1_2_worldwide_utm_37N_27-0000137984-0000037632_3.npz
9191,3,0,0,0,0,0,20,4257841.786050228,434860.9992755351,"| 10.00, 0.00, 434820.00|
| 0.00,-10.00, 4262250.00|
